Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
Erwin Blasl,M,Austria,AUT,1936,Berlin,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False,True
Erich Bohuslav,M,Austria,AUT,1952,Helsinki,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False,True
Hermann Buchfelder,M,Austria,AUT,1912,Stockholm,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False,True
Rudolf Buchfelder,M,Austria,AUT,1912,Stockholm,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False,True
Julius Depaoli,M,Austria,AUT,1952,Helsinki,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False,True
Ernst Endl,M,Austria,AUT,1952,Helsinki,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False,True
Wilhelm Hawlik,M,Austria,AUT,1936,Berlin,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False,True
Ernst Kovcs,M,Austria,AUT,1912,Stockholm,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False,True
Heinrich Krumpfholz,M,Austria,AUT,1952,Helsinki,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False,True
Anton Kunz,M,Austria,AUT,1936,Berlin,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,True,True
Anton Kunz,M,Austria,AUT,1952,Helsinki,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,True,False
Alfred Lergetporer,M,Austria,AUT,1936,Berlin,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False,True
Johann Liebenberger,M,Austria,AUT,1952,Helsinki,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False,True
Richard Manuel,M,Austria,AUT,1912,Stockholm,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False,True
Otto Mller,M,Austria,AUT,1936,Berlin,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False,True
Sebastian Ploner,M,Austria,AUT,1936,Berlin,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False,True
Hans-Jrg Reichel,M,Austria,AUT,1952,Helsinki,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False,True
Peter Riedl,M,Austria,AUT,1936,Berlin,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False,True
Walter Schachlitz,M,Austria,AUT,1912,Stockholm,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False,True
Otto (sochaczewsky-),M,Austria,AUT,1912,Stockholm,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False,True
Franz Schnfels,M,Austria,AUT,1936,Berlin,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False,True
Karl Seitz,M,Austria,AUT,1936,Berlin,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False,True
Karl Steinbach,M,Austria,AUT,1936,Berlin,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False,True
Rudolf Stiskalik,M,Austria,AUT,1952,Helsinki,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False,True
Hellmut Theimer,M,Austria,AUT,1952,Helsinki,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False,True
Josef Wagner,M,Austria,AUT,1912,Stockholm,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False,True
Franz Wenninger,M,Austria,AUT,1936,Berlin,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False,True
Franz Zigon,M,Austria,AUT,1952,Helsinki,Water Polo,Water Polo Men's Water Polo,No medal,Water,WPO,False,True
