Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Lameck Orero,M,Kenya,KEN,1996,Atlanta,Athletics,Athletics Men's Marathon,No medal,False
Daniel Amuke,M,Kenya,KEN,1972,Munich,Athletics,Athletics Men's 100 metres,No medal,True
Daniel Amuke,M,Kenya,KEN,1972,Munich,Athletics,Athletics Men's 200 metres,No medal,True
Arere Anentia,M,Kenya,KEN,1956,Melbourne,Athletics,"Athletics Men's 5,000 metres",No medal,True
Arere Anentia,M,Kenya,KEN,1960,Roma,Athletics,"Athletics Men's 10,000 metres",No medal,True
Seraphino Antao,M,Kenya,KEN,1960,Roma,Athletics,Athletics Men's 100 metres,No medal,True
Seraphino Antao,M,Kenya,KEN,1960,Roma,Athletics,Athletics Men's 200 metres,No medal,True
Seraphino Antao,M,Kenya,KEN,1960,Roma,Athletics,Athletics Men's 110 metres Hurdles,No medal,True
Seraphino Antao,M,Kenya,KEN,1964,Tokyo,Athletics,Athletics Men's 100 metres,No medal,True
Seraphino Antao,M,Kenya,KEN,1964,Tokyo,Athletics,Athletics Men's 200 metres,No medal,True
John Anzrah,M,Kenya,KEN,1984,Los Angeles,Athletics,Athletics Men's 400 metres,No medal,True
John Anzrah,M,Kenya,KEN,1984,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,No medal,True
Charles Asati,M,Kenya,KEN,1968,Mexico City,Athletics,Athletics Men's 100 metres,No medal,True
Charles Asati,M,Kenya,KEN,1968,Mexico City,Athletics,Athletics Men's 200 metres,No medal,True
Charles Asati,M,Kenya,KEN,1968,Mexico City,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,True
Charles Asati,M,Kenya,KEN,1972,Munich,Athletics,Athletics Men's 400 metres,No medal,True
Charles Asati,M,Kenya,KEN,1972,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,True
James Atuti,M,Kenya,KEN,1984,Los Angeles,Athletics,Athletics Men's 400 metres,No medal,False
Bernard Barmasai,M,Kenya,KEN,2000,Sydney,Athletics,"Athletics Men's 3,000 metres Steeplechase",No medal,False
Nicholas Bett,M,Kenya,KEN,2016,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,No medal,False
Jonah Birir,M,Kenya,KEN,1992,Barcelona,Athletics,"Athletics Men's 1,500 metres",No medal,False
