Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Adam Adamczyk,M,Poland,POL,1972,Munich,Judo,Judo Men's Middleweight,No medal,Judo,JUD,True
Adam Adamczyk,M,Poland,POL,1976,Montreal,Judo,Judo Men's Middleweight,No medal,Judo,JUD,True
Tomasz Adamiec,M,Poland,POL,2008,Beijing,Judo,Judo Men's Half-Lightweight,No medal,Judo,JUD,True
Tomasz Adamiec,M,Poland,POL,2012,London,Judo,Judo Men's Lightweight,No medal,Judo,JUD,True
Edward Alknin,M,Poland,POL,1980,Moskva,Judo,Judo Men's Lightweight,No medal,Judo,JUD,False
Andrzej Basik,M,Poland,POL,1988,Seoul,Judo,Judo Men's Heavyweight,No medal,Judo,JUD,False
Jacek Beutler,M,Poland,POL,1988,Seoul,Judo,Judo Men's Half-Heavyweight,No medal,Judo,JUD,False
Wiesaw Bach,M,Poland,POL,1988,Seoul,Judo,Judo Men's Lightweight,No medal,Judo,JUD,True
Wiesaw Bach,M,Poland,POL,1992,Barcelona,Judo,Judo Men's Lightweight,No medal,Judo,JUD,True
Jarosaw Brawata,M,Poland,POL,1980,Moskva,Judo,Judo Men's Half-Middleweight,No medal,Judo,JUD,False
Marian Donat,M,Poland,POL,1980,Moskva,Judo,Judo Men's Extra-Lightweight,No medal,Judo,JUD,False
Grzegorz Eitel,M,Poland,POL,2004,Athina,Judo,Judo Men's Heavyweight,No medal,Judo,JUD,False
Krzysztof Kamiski,M,Poland,POL,1992,Barcelona,Judo,Judo Men's Half-Middleweight,No medal,Judo,JUD,False
Piotr Kamrowski,M,Poland,POL,1992,Barcelona,Judo,Judo Men's Extra-Lightweight,No medal,Judo,JUD,True
Piotr Kamrowski,M,Poland,POL,1996,Atlanta,Judo,Judo Men's Extra-Lightweight,No medal,Judo,JUD,True
Ireneusz Kiejda,M,Poland,POL,1988,Seoul,Judo,Judo Men's Extra-Lightweight,No medal,Judo,JUD,False
Robert Krawczyk,M,Poland,POL,2000,Sydney,Judo,Judo Men's Half-Middleweight,No medal,Judo,JUD,True
Robert Krawczyk,M,Poland,POL,2004,Athina,Judo,Judo Men's Half-Middleweight,No medal,Judo,JUD,True
Robert Krawczyk,M,Poland,POL,2008,Beijing,Judo,Judo Men's Half-Middleweight,No medal,Judo,JUD,True
Rafa Kubacki,M,Poland,POL,1992,Barcelona,Judo,Judo Men's Heavyweight,No medal,Judo,JUD,True
Rafa Kubacki,M,Poland,POL,1996,Atlanta,Judo,Judo Men's Heavyweight,No medal,Judo,JUD,True
Rafa Kubacki,M,Poland,POL,2000,Sydney,Judo,Judo Men's Heavyweight,No medal,Judo,JUD,True
Krzysztof Kurczyna,M,Poland,POL,1980,Moskva,Judo,Judo Men's Middleweight,No medal,Judo,JUD,False
Waldemar Legie,M,Poland,POL,1988,Seoul,Judo,Judo Men's Half-Middleweight,Gold,Judo,JUD,True
Waldemar Legie,M,Poland,POL,1992,Barcelona,Judo,Judo Men's Middleweight,Gold,Judo,JUD,True
Jarosaw Lewak,M,Poland,POL,1996,Atlanta,Judo,Judo Men's Half-Lightweight,No medal,Judo,JUD,True
Jarosaw Lewak,M,Poland,POL,2000,Sydney,Judo,Judo Men's Lightweight,No medal,Judo,JUD,True
Wodzimierz Lewin,M,Poland,POL,1972,Munich,Judo,Judo Men's Half-Heavyweight,No medal,Judo,JUD,False
Przemysaw Matyjaszek,M,Poland,POL,2004,Athina,Judo,Judo Men's Middleweight,No medal,Judo,JUD,True
Przemysaw Matyjaszek,M,Poland,POL,2008,Beijing,Judo,Judo Men's Half-Heavyweight,No medal,Judo,JUD,True
Pawe Nastula,M,Poland,POL,1992,Barcelona,Judo,Judo Men's Half-Heavyweight,No medal,Judo,JUD,True
Pawe Nastula,M,Poland,POL,1996,Atlanta,Judo,Judo Men's Half-Heavyweight,Gold,Judo,JUD,True
Pawe Nastula,M,Poland,POL,2000,Sydney,Judo,Judo Men's Half-Heavyweight,No medal,Judo,JUD,True
