Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events
Katarna Bereov,F,Slovakia,SVK,2012,London,Athletics,Athletics Women's Marathon,No medal,Athletics,ATH,True
Katarna Bereov,F,Slovakia,SVK,2016,Rio de Janeiro,Athletics,Athletics Women's Marathon,No medal,Athletics,ATH,True
Zuzana Blaekov,F,Slovakia,SVK,2000,Sydney,Athletics,Athletics Women's 20 kilometres Walk,No medal,Athletics,ATH,False
Miriam Bobkov,F,Slovakia,SVK,2008,Beijing,Athletics,Athletics Women's 100 metres Hurdles,No medal,Athletics,ATH,False
Galina (-beskrovnaj),F,Slovakia,SVK,1996,Atlanta,Athletics,Athletics Women's Long Jump,No medal,Athletics,ATH,True
Galina (-beskrovnaj),F,Slovakia,SVK,1996,Atlanta,Athletics,Athletics Women's Triple Jump,No medal,Athletics,ATH,True
Mria Czakov,F,Slovakia,SVK,2012,London,Athletics,Athletics Women's 20 kilometres Walk,No medal,Athletics,ATH,True
Mria Czakov,F,Slovakia,SVK,2016,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,No medal,Athletics,ATH,True
Mria Glikov,F,Slovakia,SVK,2016,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,No medal,Athletics,ATH,False
Martina Hranov-daniov,F,Slovakia,SVK,2008,Beijing,Athletics,Athletics Women's Hammer Throw,No medal,Athletics,ATH,True
Martina Hranov-daniov,F,Slovakia,SVK,2012,London,Athletics,Athletics Women's Hammer Throw,No medal,Athletics,ATH,True
Martina Hranov-daniov,F,Slovakia,SVK,2016,Rio de Janeiro,Athletics,Athletics Women's Hammer Throw,No medal,Athletics,ATH,True
Lucia Klocov,F,Slovakia,SVK,2004,Athina,Athletics,Athletics Women's 800 metres,No medal,Athletics,ATH,True
Lucia Klocov,F,Slovakia,SVK,2008,Beijing,Athletics,Athletics Women's 800 metres,No medal,Athletics,ATH,True
Lucia Klocov,F,Slovakia,SVK,2012,London,Athletics,"Athletics Women's 1,500 metres",No medal,Athletics,ATH,True
Lucia Klocov,F,Slovakia,SVK,2016,Rio de Janeiro,Athletics,Athletics Women's 800 metres,No medal,Athletics,ATH,True
Alica (-checov),F,Slovakia,SVK,1996,Atlanta,Athletics,Athletics Women's High Jump,No medal,Athletics,ATH,False
Zuzana Malkov,F,Slovakia,SVK,2004,Athina,Athletics,Athletics Women's 20 kilometres Walk,No medal,Athletics,ATH,True
Zuzana Malkov,F,Slovakia,SVK,2008,Beijing,Athletics,Athletics Women's 20 kilometres Walk,No medal,Athletics,ATH,True
Iveta Putalov,F,Slovakia,SVK,2016,Rio de Janeiro,Athletics,Athletics Women's 400 metres,No medal,Athletics,ATH,False
Zuzana (arkov-),F,Slovakia,SVK,2008,Beijing,Athletics,Athletics Women's Marathon,No medal,Athletics,ATH,False
Dana Velkov,F,Slovakia,SVK,2008,Beijing,Athletics,Athletics Women's Triple Jump,No medal,Athletics,ATH,True
Dana Velkov,F,Slovakia,SVK,2012,London,Athletics,Athletics Women's Triple Jump,No medal,Athletics,ATH,True
Dana Velkov,F,Slovakia,SVK,2016,Rio de Janeiro,Athletics,Athletics Women's Triple Jump,No medal,Athletics,ATH,True
Jana Velkov,F,Slovakia,SVK,2008,Beijing,Athletics,Athletics Women's Long Jump,No medal,Athletics,ATH,True
Jana Velkov,F,Slovakia,SVK,2012,London,Athletics,Athletics Women's Long Jump,No medal,Athletics,ATH,True
Jana Velkov,F,Slovakia,SVK,2016,Rio de Janeiro,Athletics,Athletics Women's Long Jump,No medal,Athletics,ATH,True
Gabriela Gajanova,F,Slovakia,SVK,2020,Tokyo,Athletics,Women's 800m,No medal,Women's,ATH,True
Martina Hrasnova,F,Slovakia,SVK,2020,Tokyo,Athletics,Women's Hammer Throw,No medal,Women's,ATH,False
Maria Katerinka,F,Slovakia,SVK,2020,Tokyo,Athletics,Women's 20km Race Walk,No medal,Women's,ATH,True
Emma Zapletalova,F,Slovakia,SVK,2020,Tokyo,Athletics,Women's 400m Hurdles,No medal,Women's,ATH,False
Hana Burzalova,F,Slovakia,SVK,2024,Paris,Athletics,Women's 20km Race Walk,No medal,Women's,ATH,True
Hana Burzalova,F,Slovakia,SVK,2024,Paris,Athletics,Marathon Race Walk Relay Mixed,No medal,Marathon,ATH,True
Viktoria Forster,F,Slovakia,SVK,2024,Paris,Athletics,Women's 100m,No medal,Women's,ATH,True
Viktoria Forster,F,Slovakia,SVK,2024,Paris,Athletics,Women's 100m Hurdles,No medal,Women's,ATH,True
Gabriela Gajanova,F,Slovakia,SVK,2024,Paris,Athletics,Women's 800m,No medal,Women's,ATH,True
Maria Katerinka,F,Slovakia,SVK,2024,Paris,Athletics,Women's 20km Race Walk,No medal,Women's,ATH,True
Maria Katerinka,F,Slovakia,SVK,2024,Paris,Athletics,Marathon Race Walk Relay Mixed,No medal,Marathon,ATH,True
