Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Discipline,Event Code,Multiple Events,First Event
James Davey,M,Cornwall,GBR,1908,London,Rugby,Rugby Men's Rugby,Silver,Rugby,RUG,False,True
Frederick Dean,M,Cornwall,GBR,1908,London,Rugby,Rugby Men's Rugby,Silver,Rugby,RUG,False,True
Richard Jackett,M,Cornwall,GBR,1908,London,Rugby,Rugby Men's Rugby,Silver,Rugby,RUG,False,True
Edward Jackett,M,Cornwall,GBR,1908,London,Rugby,Rugby Men's Rugby,Silver,Rugby,RUG,False,True
E. Jones,M,Cornwall,GBR,1908,London,Rugby,Rugby Men's Rugby,Silver,Rugby,RUG,False,True
James Jose,M,Cornwall,GBR,1908,London,Rugby,Rugby Men's Rugby,Silver,Rugby,RUG,False,True
A. Lawry,M,Cornwall,GBR,1908,London,Rugby,Rugby Men's Rugby,Silver,Rugby,RUG,False,True
Charles Marshall,M,Cornwall,GBR,1908,London,Rugby,Rugby Men's Rugby,Silver,Rugby,RUG,False,True
John Solomon,M,Cornwall,GBR,1908,London,Rugby,Rugby Men's Rugby,Silver,Rugby,RUG,False,True
Bertie Solomon,M,Cornwall,GBR,1908,London,Rugby,Rugby Men's Rugby,Silver,Rugby,RUG,False,True
Nicholas Tregurtha,M,Cornwall,GBR,1908,London,Rugby,Rugby Men's Rugby,Silver,Rugby,RUG,False,True
John Trevaskis,M,Cornwall,GBR,1908,London,Rugby,Rugby Men's Rugby,Silver,Rugby,RUG,False,True
Thomas Wedge,M,Cornwall,GBR,1908,London,Rugby,Rugby Men's Rugby,Silver,Rugby,RUG,False,True
A. Willcocks,M,Cornwall,GBR,1908,London,Rugby,Rugby Men's Rugby,Silver,Rugby,RUG,False,True
Arthur Wilson,M,Cornwall,GBR,1908,London,Rugby,Rugby Men's Rugby,Silver,Rugby,RUG,False,True
