Athlete,Gender,Country,Country Code,Year,City,Sport,Event,Medal,Multiple Events
Anders Andersen,M,Denmark,DEN,1908,London,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Bronze,True
Anders Andersen,M,Denmark,DEN,1912,Stockholm,Wrestling,"Wrestling Men's Middleweight A, Greco-Roman",No medal,True
Herman Andersen,M,Denmark,DEN,1924,Paris,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",No medal,True
Herman Andersen,M,Denmark,DEN,1928,Amsterdam,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",No medal,True
Bjarne Ansbl,M,Denmark,DEN,1960,Roma,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",No medal,False
Holger Askehave,M,Denmark,DEN,1924,Paris,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",No medal,False
Robert Behrens,M,Denmark,DEN,1906,Athina,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Bronze,False
Einar Borges,M,Denmark,DEN,1928,Amsterdam,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",No medal,False
Alex Brger,M,Denmark,DEN,1968,Mexico City,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",No medal,False
Carl Carlsen,M,Denmark,DEN,1906,Athina,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Silver,True
Carl Carlsen,M,Denmark,DEN,1908,London,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",No medal,True
Christian Carlsen,M,Denmark,DEN,1908,London,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",No medal,False
Emil Christensen,M,Denmark,DEN,1920,Antwerpen,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",No medal,False
Jens (-howard),M,Denmark,DEN,1908,London,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",No medal,True
Jens (-howard),M,Denmark,DEN,1912,Stockholm,Wrestling,"Wrestling Men's Middleweight B, Greco-Roman",No medal,True
Fritz Christiansen,M,Denmark,DEN,1920,Antwerpen,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",No medal,False
John Christoffersen,M,Denmark,DEN,1924,Paris,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",No medal,True
John Christoffersen,M,Denmark,DEN,1924,Paris,Wrestling,"Wrestling Men's Middleweight, Freestyle",No medal,True
Leo Cortsen,M,Denmark,DEN,1952,Helsinki,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",No medal,False
Johannes Eriksen,M,Denmark,DEN,1908,London,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",No medal,True
Johannes Eriksen,M,Denmark,DEN,1912,Stockholm,Wrestling,"Wrestling Men's Middleweight B, Greco-Roman",No medal,True
Johannes Eriksen,M,Denmark,DEN,1920,Antwerpen,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Bronze,True
Sren Eriksen,M,Denmark,DEN,1924,Paris,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",No medal,True
Sren Eriksen,M,Denmark,DEN,1924,Paris,Wrestling,"Wrestling Men's Lightweight, Freestyle",No medal,True
Hans Frederiksen,M,Denmark,DEN,1936,Berlin,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",No medal,False
Frants Frisenfeldt,M,Denmark,DEN,1920,Antwerpen,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",No medal,True
Frants Frisenfeldt,M,Denmark,DEN,1924,Paris,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",No medal,True
Georg Gundersen,M,Denmark,DEN,1924,Paris,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",No medal,False
Carl (-bmervang),M,Denmark,DEN,1912,Stockholm,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",No medal,False
Ejnar Hansen,M,Denmark,DEN,1928,Amsterdam,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",No medal,False
Frederik Hansen,M,Denmark,DEN,1912,Stockholm,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",No medal,False
